m_fr_sum,fr_sum,log_fr_sum,serial_num,vp_exp_dummy,num_comp_exp,product_num,log_num_news,num_news,inv_num,cs_dummy,biz_dummy,master_dummy,age
235.02407,235024070,8,2,1,4,1,1.6232492904,42,4,1,0,0,25
0,0,0,1,0,4,0,0,0,0,0,0,0,25
1,1000000,6,1,0,1,1,0.7781512504,6,0,0,0,0,25
1,1000000,6,1,0,1,1,0.7781512504,6,0,0,0,0,25
1,1000000,6,1,0,1,1,0.7781512504,6,0,0,0,0,25
17.5,17500000,7,1,0,3,1,0.84509804,7,0,1,0,1,25
17.5,17500000,7,1,0,2,1,0.84509804,7,0,1,0,0,25
17.5,17500000,7,1,0,3,1,0.84509804,7,0,0,0,0,25
17.5,17500000,7,1,0,6,1,0.84509804,7,0,0,0,0,25
0,0,0,1,1,5,1,0,0,0,0,1,0,25
0,0,0,1,1,4,1,0,0,0,0,1,0,25
0,0,0,1,1,4,0,0,0,9,0,0,0,25
0,0,0,1,0,1,2,0,0,0,0,0,0,25
23.25,23250000,7,1,1,1,0,0,1,0,0,0,0,25
23.25,23250000,7,1,0,1,0,0,1,0,0,0,0,25
253,253000000,8,1,1,4,1,0,1,0,1,0,1,25
0,0,0,1,1,7,0,0,0,1,1,1,0,25
97.256127,97256127,8,1,0,1,0,1.5440680444,35,0,0,0,0,25
97.256127,97256127,8,1,0,3,0,1.5440680444,35,0,0,0,0,25
97.256127,97256127,8,1,0,1,0,1.5440680444,35,0,1,0,0,25
28.7,28700000,7,4,1,6,2,2.3242824553,211,11,0,0,0,45
179.95,179950000,8,2,1,3,4,2.1760912591,150,6,0,0,0,25
0,0,0,2,1,5,1,1.8750612634,75,49,1,0,0,40
0,0,0,1,1,17,0,0.3010299957,2,2,1,1,0,25
502.86,502860000,9,1,0,1,1,0.6989700043,5,0,0,0,0,25
502.86,502860000,9,1,1,7,1,0.6989700043,5,0,0,0,0,25
502.86,502860000,9,1,0,3,1,0.6989700043,5,0,0,0,0,25
0,0,0,4,0,3,44,3.4740705032,2979,0,0,0,0,59
123.3,123300000,8,1,0,2,1,0,1,0,0,1,0,25
123.3,123300000,8,1,0,1,1,0,1,0,1,0,0,25
0,0,0,2,0,6,0,0,0,0,0,1,0,25
0,0,0,2,1,11,1,1.9242792861,84,10,1,0,0,25
210,210000000,8,1,1,5,14,1.4313637642,27,2,0,0,0,25
210,210000000,8,1,1,13,14,1.4313637642,27,2,0,0,0,25
0,0,0,1,0,1,2,0.84509804,7,1,0,0,0,25
31.5,31500000,7,8,1,20,8,1.361727836,23,2,1,0,0,25
0,0,0,2,0,3,1,0,0,0,1,0,0,25
0,0,0,2,0,6,2,0.3010299957,2,0,1,0,0,25
21.2,21200000,7,2,0,2,1,1.1461280357,14,1,0,0,0,25
78.108625,78108625,8,5,1,14,6,2.1105897103,129,9,0,0,0,25
0,0,0,1,1,5,0,0.4771212547,3,1,0,0,0,25
3.5,3500000,7,1,0,2,0,0,0,0,0,0,0,25
2.5,2500000,6,1,0,2,1,0.6020599913,4,0,0,0,0,25
118.5,118500000,8,2,0,3,6,0.903089987,8,13,0,0,0,25
118.5,118500000,8,2,0,2,6,1.1461280357,14,0,1,0,0,36
1,1000000,6,1,0,2,1,0,0,0,0,0,0,25
1.75,1750000,6,1,0,3,1,0,1,0,0,1,0,25
8.25,8250000,7,3,0,5,4,0,1,0,1,0,0,25
1.75,1750000,6,3,0,4,1,0,1,0,0,1,0,25
63.46,63460000,8,2,0,5,0,0,0,3,0,0,0,25
55.2376,55237600,8,2,1,6,2,1.3010299957,20,7,1,0,0,25
55.2376,55237600,8,3,1,10,2,1.3010299957,20,8,1,0,0,25
0,0,0,2,0,7,5,0,0,0,1,0,0,25
27.3,27300000,7,3,0,3,5,1.5185139399,33,0,0,0,0,25
27.3,27300000,7,1,0,1,4,1.5051499783,32,0,0,0,0,25
730.5,730500000,9,2,1,7,2,1.8976270913,79,1,1,0,0,25
0,0,0,1,0,4,0,0,0,0,1,0,1,25
927.5,927500000,9,4,1,7,5,2.42975228,269,11,0,1,0,43
0,0,0,1,1,7,0,0.9542425094,9,0,0,0,0,25
0,0,0,2,1,8,0,0,0,0,0,0,0,42
0,0,0,1,1,11,0,0,0,0,0,1,0,25
0,0,0,1,1,11,0,0,0,0,0,1,1,25
0,0,0,1,0,1,1,0,1,0,0,0,0,25
0,0,0,1,0,1,1,0,1,0,0,0,0,25
0,0,0,1,0,1,1,0,1,0,0,0,0,25
0,0,0,1,0,1,1,0,1,0,0,0,0,25
0,0,0,1,0,1,1,0,1,0,0,0,0,25
238.875297,238875297,8,9,0,12,5,1.3979400087,25,7,1,1,0,25
47.3,47300000,8,5,1,14,2,1.3222192947,21,2,1,0,0,25
47.3,47300000,8,1,0,1,2,1.3010299957,20,0,0,0,0,25
50.8,50800000,8,3,1,8,2,1.3010299957,20,0,1,1,1,25
0,0,0,1,1,3,1,0,1,0,0,0,0,25
0,0,0,2,0,8,0,0,0,0,0,1,0,25
36.204073,36204073,8,2,0,4,3,0.6989700043,5,0,0,0,0,25
0,0,0,1,0,1,1,0.3010299957,2,0,0,0,0,25
0,0,0,1,1,2,1,0.3010299957,2,0,0,1,0,25
0,0,0,1,0,1,1,0.3010299957,2,0,0,0,0,25
0,0,0,1,0,3,1,0.3010299957,2,0,0,0,0,25
0,0,0,3,1,4,0,0,0,1,0,1,0,25
283.165,283165000,8,4,1,11,0,1.1461280357,14,0,0,1,0,25
283.165,283165000,8,2,0,7,1,1.1760912591,15,0,0,1,0,25
0,0,0,2,0,4,0,1.0413926852,11,0,0,0,0,25
283.165,283165000,8,1,0,6,0,1.0413926852,11,0,0,1,0,25
295.765,295765000,8,6,1,6,0,1.2041199827,16,0,0,0,0,25
283.165,283165000,8,2,0,5,0,1.079181246,12,0,0,0,0,25
0,0,0,1,0,7,0,0,0,0,0,0,0,25
0,0,0,1,0,5,0,0,0,0,0,0,0,25
72.6,72600000,8,2,1,6,0,0.7781512504,6,0,0,1,0,25
130.435583,130435583,8,2,0,3,1,1.5440680444,35,0,0,1,0,25
122,122000000,8,1,1,4,1,1.5440680444,35,2,1,0,1,25
122,122000000,8,1,0,2,1,1.5440680444,35,0,0,0,0,25
40.000002,40000002,8,1,1,3,4,1.079181246,12,1,0,0,0,25
40.000002,40000002,8,1,1,3,4,1.079181246,12,0,0,0,0,25
40.000002,40000002,8,1,0,1,4,1.079181246,12,0,0,0,0,25
53.065,53065000,8,2,0,2,1,0.84509804,7,1,0,0,0,25
40,40000000,8,1,0,1,1,0.4771212547,3,0,0,0,0,25
40,40000000,8,1,0,1,1,0.4771212547,3,0,0,0,0,25
53.065,53065000,8,2,0,2,1,0.84509804,7,0,0,0,0,25
0,0,0,2,1,12,0,1.1461280357,14,0,0,1,0,25
4.884228,4884228,7,2,1,6,1,0,1,1,0,0,0,25
0,0,0,1,0,2,0,0,1,0,0,0,0,25
17.2,17200000,7,1,0,5,1,0,0,0,0,0,0,25
17.2,17200000,7,1,0,1,1,0,0,0,0,0,0,25
0,0,0,2,1,5,0,0,0,0,0,1,0,25
0,0,0,1,0,1,2,0.84509804,7,0,0,0,0,25
84.1,84100000,8,1,1,2,5,1.079181246,12,1,1,1,1,25
3.6,3600000,7,4,1,9,1,0.3010299957,2,0,1,0,0,25
0,0,0,1,0,5,1,0.7781512504,6,0,1,0,1,25
6.58,6580000,7,1,0,4,0,1.1139433523,13,0,0,0,0,25
6.58,6580000,7,1,0,3,0,1.1139433523,13,0,0,0,0,25
0,0,0,1,0,5,1,0,1,0,0,0,1,25
53.5,53500000,8,1,0,1,2,0,1,0,0,0,0,25
7,7000000,7,1,0,1,1,0,1,0,0,0,0,25
1.2,1200000,6,2,1,16,1,1,10,1,0,0,0,25
0.5,500000,6,1,0,3,0,0,0,0,1,0,1,25
40.242738,40242738,8,1,0,3,1,1.0413926852,11,0,0,0,0,25
0,0,0,1,0,1,1,0,0,0,0,0,0,25
0,0,0,1,0,1,1,0,0,3,0,0,0,25
13.3,13300000,7,1,0,1,0,0,1,0,0,0,0,25
95.892257,95892257,8,1,0,2,0,0.3010299957,2,0,1,0,0,25
8.8,8800000,7,4,1,9,1,1.5682017241,37,2,0,0,0,38
6.7,6700000,7,4,1,13,1,1.5185139399,33,0,0,0,0,25
0,0,0,1,0,8,0,0,0,0,0,0,0,25
0,0,0,1,1,7,0,0,1,0,0,0,1,25
18.5,18500000,7,1,0,1,3,1.1139433523,13,0,0,0,0,25
18.5,18500000,7,1,0,1,3,1.1139433523,13,0,0,0,0,25
11.5678,11567800,7,1,0,8,0,0.84509804,7,0,1,0,0,25
11.5678,11567800,7,1,0,1,0,0.84509804,7,0,0,0,0,25
20,20000000,7,5,0,6,89,3.2319790268,1706,2,0,0,0,61
